iter	Passed	Remaining
396	7274	11049
397	7292	11029
398	7309	11009
399	7325	10988
400	7341	10966
401	7358	10946
402	7374	10923
403	7391	10903
404	7406	10881
405	7422	10859
406	7438	10837
407	7454	10815
408	7470	10794
409	7485	10771
410	7501	10749
411	7517	10728
412	7533	10708
413	7549	10686
414	7567	10667
415	7582	10645
416	7598	10622
417	7615	10602
418	7631	10581
419	7647	10560
420	7662	10538
421	7678	10516
422	7694	10495
423	7709	10473
424	7726	10453
425	7741	10431
426	7757	10409
427	7772	10387
428	7788	10366
429	7804	10344
430	7819	10323
431	7836	10303
432	7852	10282
433	7868	10261
434	7884	10240
435	7900	10219
436	7915	10197
437	7931	10177
438	7947	10156
439	7962	10134
440	7978	10113
441	7994	10092
442	8009	10071
443	8025	10049
444	8042	10029
445	8057	10009
446	8073	9987
447	8089	9967
448	8105	9947
449	8121	9925
450	8137	9906
451	8155	9887
452	8172	9867
453	8187	9846
454	8204	9826
455	8220	9807
456	8237	9787
457	8253	9767
458	8270	9748
459	8286	9727
460	8302	9707
461	8318	9686
462	8333	9665
463	8349	9645
464	8365	9625
465	8381	9604
466	8398	9585
467	8415	9565
468	8431	9545
469	8447	9525
470	8463	9505
471	8480	9486
472	8497	9467
473	8513	9447
474	8529	9426
475	8545	9407
476	8560	9386
477	8577	9366
478	8593	9347
479	8609	9327
480	8625	9306
481	8641	9286
482	8657	9266
483	8672	9245
484	8689	9226
485	8704	9206
486	8720	9186
487	8736	9166
488	8751	9145
489	8767	9124
490	8784	9106
491	8800	9087
492	8817	9067
493	8832	9047
494	8848	9026
495	8863	9006
496	8880	8987
497	8896	8967
498	8912	8948
499	8929	8929
500	8945	8910
501	8962	8891
502	8980	8873
503	8997	8854
504	9014	8835
505	9030	8816
506	9046	8796
507	9061	8776
508	9077	8756
509	9092	8736
510	9109	8717
511	9125	8697
512	9141	8678
513	9157	8658
514	9174	8639
515	9190	8620
516	9207	8602
517	9225	8584
518	9240	8564
519	9256	8544
520	9271	8524
521	9287	8505
522	9303	8485
523	9319	8465
524	9336	8446
525	9352	8427
526	9367	8407
527	9383	8388
528	9399	8368
529	9417	8351
530	9433	8331
531	9450	8313
532	9465	8293
533	9481	8274
534	9499	8256
535	9514	8236
536	9529	8216
537	9544	8195
538	9561	8177
539	9577	8158
540	9593	8138
541	9608	8119
542	9624	8100
543	9640	8081
544	9656	8061
545	9671	8042
546	9687	8023
547	9703	8003
548	9719	7984
549	9734	7964
550	9749	7944
551	9765	7925
552	9781	7906
553	9798	7888
554	9814	7869
555	9831	7851
556	9846	7831
557	9862	7812
558	9878	7793
559	9894	7774
560	9909	7754
561	9924	7735
562	9940	7716
563	9956	7696
564	9972	7677
565	9988	7658
566	10003	7639
567	10018	7619
568	10033	7600
569	10049	7580
570	10064	7561
571	10080	7543
572	10096	7524
573	10112	7505
574	10128	7486
575	10143	7466
576	10159	7447
577	10174	7428
578	10191	7410
579	10208	7392
580	10226	7374
581	10241	7355
582	10257	7336
583	10275	7319
584	10292	7301
585	10307	7282
586	10323	7263
587	10339	7244
588	10356	7226
589	10372	7208
590	10388	7189
591	10404	7170
592	10420	7152
593	10436	7133
594	10451	7114
595	10467	7095
596	10482	7076
597	10500	7059
598	10517	7040
599	10533	7022
600	10549	7003
601	10566	6985
602	10581	6966
603	10597	6947
604	10614	6929
605	10630	6911
606	10646	6892
607	10661	6873
608	10677	6855
609	10694	6837
610	10711	6819
611	10728	6801
612	10743	6782
613	10760	6764
614	10775	6745
615	10791	6726
616	10806	6708
617	10823	6690
618	10838	6671
619	10854	6652
620	10868	6633
621	10885	6615
622	10901	6596
623	10916	6578
624	10934	6560
625	10950	6542
626	10965	6523
627	10980	6504
628	10997	6486
629	11013	6468
630	11030	6450
631	11046	6432
632	11062	6413
633	11079	6395
634	11095	6377
635	11112	6359
636	11128	6341
637	11144	6323
638	11160	6305
639	11177	6287
640	11193	6269
641	11210	6251
642	11226	6232
643	11242	6214
644	11258	6196
645	11274	6178
646	11291	6160
647	11307	6142
648	11325	6125
649	11344	6108
650	11362	6091
651	11379	6073
652	11395	6055
653	11411	6037
654	11427	6019
655	11443	6001
656	11459	5982
657	11474	5964
658	11492	5946
659	11508	5928
660	11526	5911
661	11542	5893
662	11559	5875
663	11576	5858
664	11592	5840
665	11609	5822
666	11625	5803
667	11640	5785
668	11657	5767
669	11673	5749
670	11690	5731
671	11707	5714
672	11724	5696
673	11741	5678
674	11758	5661
675	11774	5643
676	11793	5626
677	11811	5609
678	11830	5592
679	11846	5574
680	11864	5557
681	11880	5539
682	11897	5522
683	11914	5504
684	11930	5486
685	11947	5468
686	11964	5451
687	11981	5433
688	11999	5416
689	12015	5398
690	12032	5380
691	12048	5362
692	12066	5345
693	12083	5327
694	12101	5310
695	12119	5293
696	12136	5276
697	12152	5258
698	12169	5240
699	12187	5223
700	12205	5206
701	12224	5189
702	12242	5172
703	12259	5154
704	12276	5137
705	12292	5119
706	12309	5101
707	12325	5083
708	12342	5066
709	12359	5048
710	12376	5030
711	12392	5012
712	12408	4994
713	12425	4977
714	12441	4959
715	12457	4941
716	12472	4923
717	12492	4906
718	12510	4889
719	12529	4872
720	12548	4855
721	12572	4840
722	12592	4824
723	12610	4807
724	12628	4789
725	12646	4772
726	12662	4755
727	12679	4737
728	12698	4720
729	12715	4702
730	12732	4685
731	12749	4667
732	12767	4650
733	12783	4632
734	12800	4615
735	12818	4597
736	12836	4580
737	12854	4563
738	12872	4546
739	12891	4529
740	12910	4512
741	12927	4495
742	12946	4478
743	12967	4461
744	12985	4444
745	13003	4427
746	13021	4410
747	13040	4393
748	13060	4376
749	13077	4359
750	13095	4341
751	13112	4324
752	13129	4306
753	13147	4289
754	13163	4271
755	13181	4254
756	13198	4236
757	13214	4218
758	13230	4201
759	13246	4183
760	13264	4165
761	13281	4148
762	13297	4130
763	13314	4112
764	13330	4095
765	13347	4077
766	13364	4059
767	13381	4042
768	13398	4024
769	13416	4007
770	13432	3989
771	13448	3971
772	13466	3954
773	13484	3937
774	13501	3919
775	13518	3902
776	13536	3884
777	13552	3867
778	13569	3849
779	13586	3832
780	13603	3814
781	13619	3796
782	13636	3779
783	13653	3761
784	13669	3743
785	13689	3727
786	13707	3709
787	13723	3692
788	13740	3674
789	13756	3656
790	13773	3639
791	13789	3621
792	13807	3604
793	13825	3586
794	13841	3569
795	13858	3551
796	13875	3534
797	13892	3516
798	13909	3499
799	13926	3481
800	13942	3463
801	13958	3446
802	13975	3428
803	13992	3411
804	14009	3393
805	14025	3375
806	14043	3358
807	14059	3340
808	14075	3323
809	14092	3305
810	14108	3287
811	14126	3270
812	14143	3253
813	14160	3235
814	14177	3218
815	14194	3200
816	14211	3183
817	14229	3165
818	14245	3148
819	14261	3130
820	14278	3113
821	14294	3095
822	14311	3077
823	14327	3060
824	14345	3042
825	14362	3025
826	14379	3007
827	14396	2990
828	14413	2973
829	14429	2955
830	14444	2937
831	14463	2920
832	14478	2902
833	14494	2884
834	14510	2867
835	14527	2849
836	14545	2832
837	14561	2815
838	14579	2797
839	14595	2780
840	14612	2762
841	14630	2745
842	14646	2727
843	14662	2710
844	14680	2692
845	14697	2675
846	14713	2657
847	14730	2640
848	14747	2622
849	14765	2605
850	14782	2588
851	14799	2570
852	14816	2553
853	14833	2536
854	14850	2518
855	14867	2501
856	14883	2483
857	14900	2466
858	14917	2448
859	14934	2431
860	14952	2413
861	14968	2396
862	14985	2378
863	15001	2361
864	15018	2343
865	15034	2326
866	15053	2309
867	15069	2291
868	15086	2274
869	15102	2256
870	15118	2239
871	15135	2221
872	15152	2204
873	15171	2187
874	15188	2169
875	15205	2152
876	15222	2135
877	15240	2117
878	15256	2100
879	15274	2082
880	15291	2065
881	15307	2047
882	15323	2030
883	15340	2013
884	15357	1995
885	15375	1978
886	15393	1961
887	15410	1943
888	15426	1926
889	15443	1908
890	15460	1891
891	15477	1873
892	15495	1856
893	15512	1839
894	15529	1821
895	15546	1804
896	15563	1787
897	15580	1769
898	15599	1752
899	15617	1735
900	15634	1717
901	15652	1700
902	15669	1683
903	15687	1665
904	15704	1648
905	15720	1631
906	15736	1613
907	15752	1596
908	15768	1578
909	15785	1561
910	15802	1543
911	15818	1526
912	15836	1509
913	15852	1491
914	15869	1474
915	15887	1456
916	15905	1439
917	15922	1422
918	15939	1404
919	15958	1387
920	15976	1370
921	15993	1353
922	16011	1335
923	16028	1318
924	16045	1300
925	16062	1283
926	16078	1266
927	16094	1248
928	16111	1231
929	16129	1214
930	16148	1196
931	16165	1179
932	16181	1162
933	16198	1144
934	16215	1127
935	16233	1109
936	16249	1092
937	16265	1075
938	16283	1057
939	16300	1040
940	16317	1023
941	16333	1005
942	16350	988
943	16366	970
944	16383	953
945	16400	936
946	16418	918
947	16435	901
948	16451	884
949	16468	866
950	16486	849
951	16502	832
952	16519	814
953	16536	797
954	16553	780
955	16570	762
956	16587	745
957	16604	727
958	16623	710
959	16640	693
960	16657	676
961	16673	658
962	16689	641
963	16706	623
964	16723	606
965	16740	589
966	16757	571
967	16774	554
968	16790	537
969	16807	519
970	16826	502
971	16844	485
972	16860	467
973	16877	450
974	16894	433
975	16910	415
976	16926	398
977	16942	381
978	16959	363
979	16975	346
980	16992	329
981	17009	311
982	17028	294
983	17044	277
984	17061	259
985	17077	242
986	17093	225
987	17110	207
988	17127	190
989	17145	173
990	17162	155
991	17178	138
992	17195	121
993	17213	103
994	17231	86
995	17248	69
996	17264	51
997	17281	34
998	17297	17
999	17313	0
